"Mr Scott Morrison MP";"";"ScottMorrisonMP";"http://www.scottmorrison.com.au/";
"The Hon Judi Moylan MP";"J.Moylan.MP@aph.gov.au";"";"http://www.judimoylan.com.au";
"The Hon John Murphy MP";"";"";"";
"Mr Shayne Neumann MP";"Shayne.Neumann.MP@aph.gov.au";"ShayneNeumannMP";"http://www.shayneneumann.com.au/";
"Mr Paul Neville MP";"P.Neville.MP@aph.gov.au";"";"http://www.paulneville.com.au/";
"Mr Robert Oakeshott MP";"";"OakeyMP";"http://www.roboakeshott.com/";
"The Hon Brendan O'Connor MP";"Brendan.O'Connor.MP@aph.gov.au";"";"http://www.brendanoconnor.com.au";
"Mr Ken O'Dowd MP";"";"";"http://www.kenodowd.com.au/";
"Ms Kelly O'Dwyer MP";"";"kellyodwyer";"http://kellyodwyer.com.au/";
"Ms Deb O'Neill MP";"deborah.o'neill.mp@aph.gov.au";"Deborah_ONeill";"";
"Ms Julie Owens MP";"Julie.Owens.MP@aph.gov.au";"JulieOwensMP";"http://www.julieowens.com.au/";
"Ms Melissa Parke MP";"";"";"http://www.melissaparke.com.au";
"Mr Graham Perrett MP";"";"GrahamPerrettMP";"http://www.grahamperrettmp.com";
"The Hon Tanya Plibersek MP";"";"tanya_plibersek";"http://www.tanyaplibersek.com/";
"Mrs Jane Prentice MP";"jane.prentice.mp@aph.gov.au";"JanePrentice_MP";"http://www.janeprentice.com.au/";
"The Hon Christopher Pyne MP";"C.Pyne.MP@aph.gov.au";"";"http://www.pyneonline.com.au";
"Mr Rowan Ramsey MP";"";"";"http://www.rowanramsey.com.au/";
"Mr Don Randall MP";"Don.Randall.MP@aph.gov.au";"";"http://www.donrandallmp.com/";
"The Hon Bernie Ripoll MP";"Bernie.Ripoll.MP@aph.gov.au";"bernieripoll_mp";"http://www.bernieripoll.com.au/";
"Ms Amanda Rishworth MP";"";"AmandaRishworth";"http://www.rishworth.com.au";
"The Hon Andrew Robb AO, MP";"Andrew.Robb.MP@aph.gov.au";"AndrewRobbMP";"http://www.andrewrobb.com.au/";
"Mr Stuart Robert MP";"";"stuartrobertmp";"http://www.robert.com.au/";
"Ms Michelle Rowland MP";"";"MRowlandMP";"";
"The Hon Nicola Roxon MP";"";"";"http://www.nicolaroxonmp.com";
"Mr Wyatt Roy MP";"";"Wyatt_Roy_MP";"http://www.wyattroy.com.au/";
"The Hon Kevin Rudd MP";"";"KRuddMP";"http://www.kevinruddmp.com/";
"The Hon Philip Ruddock MP";"";"";"http://www.ruddockmp.com.au/";
"Ms Janelle Saffin MP";"Janelle.Saffin.MP@aph.gov.au";"JanelleSaffin";"http://www.janellesaffin.com.au";
"Mr Alby Schultz MP";"Alby.Schultz.MP@aph.gov.au";"";"http://www.albyschultz.com.au/";
"The Hon Bruce Scott MP";"Bruce.Scott.MP@aph.gov.au";"";"http://www.maranoa.info";
"Mr Patrick Secker MP";"P.Secker@aph.gov.au";"patrickseckermp";"http://www.patricksecker.com/";
"The Hon Bill Shorten MP";"";"billshortenmp";"http://www.billshorten.com.au/";
"Hon Sid Sidebottom MP";"";"";"http://www.sidsidebottom.com/index.htm";
"Mr Luke Simpkins MP";"";"";"http://www.lukesimpkinsmp.com/";
"The Hon Peter Slipper MP";"Peter.Slipper.MP@aph.gov.au";"";"http://www.peterslippermp.com.au";
"The Hon Tony Smith MP";"Tony.Smith.MP@aph.gov.au";"TonySmithMP";"http://www.tonysmithmp.com/";
"The Hon Stephen Smith MP";"Stephen.Smith.MP@aph.gov.au";"";"";
"Ms Laura Smyth MP";"";"";"http://www.laurasmyth.net/";
"The Hon Warren Snowdon MP";"Warren.Snowdon.MP@aph.gov.au";"";"http://www.warrensnowdon.com";
"The Hon Alexander Somlyay MP";"Alex.Somlyay.MP@aph.gov.au";"";"http://www.alexsomlyay.com.au/";
"Dr Andrew Southcott MP";"Andrew.Southcott.MP@aph.gov.au";"asouthcottmp";"http://www.andrewsouthcott.com/";
"The Hon Dr Sharman Stone MP";"";"SharmanStone";"http://www.sharmanstone.com/";
"The Hon Wayne Swan MP";"Wayne.Swan.MP@aph.gov.au";"SwannyDPM";"http://www.swanmp.org";
"Mr Mike Symon MP";"";"";"http://www.mikesymon.com.au/";
"Mr Dan Tehan MP";"";"DanTehanWannon";"http://www.dantehan.com.au/";
"Mr Craig Thomson MP";"";"DobellThommo";"";
"Mr Kelvin Thomson MP";"Kelvin.Thomson.MP@aph.gov.au";"KelvinThomsonMP";"http://www.kelvinthomson.com.au/";
"The Hon Warren Truss MP";"";"";"http://www.warrentruss.com";
"Mr Alan Tudge MP";"";"AlanTudgeMP";"http://www.alantudge.com.au/";
"The Hon Malcolm Turnbull MP";"Malcolm.Turnbull.MP@aph.gov.au";"TurnbullMalcolm";"http://www.malcolmturnbull.com.au/";
"Ms Maria Vamvakinou MP";"Maria.Vamvakinou.MP@aph.gov.au";"MariaVamvakinou";"http://www.mariavamvakinou.com";
"Mr Bert Van Manen MP";"";"";"http://www.bertvanmanen.com.au/";
"Mr Ross Vasta MP";"";"";"http://www.rossvasta.com.au/";
"Dr Mal Washer MP";"Mal.Washer.MP@aph.gov.au";"";"http://www.malwasher.com/";
"Mr Andrew Wilkie MP";"";"WilkieMP";"http://www.andrewwilkie.org/content/index.php/aw/home/";
"Mr Tony Windsor MP";"Tony.Windsor.MP@aph.gov.au";"";"http://www.tonywindsor.com.au/";
"Mr Ken Wyatt AM, MP";"";"KenWyattMP";"http://www.kenwyatt.com.au/";
"Mr Tony Zappia MP";"Tony.Zappia.MP@aph.gov.au";"";"";
