"Id";"Title";"First Name";"Second Name";"Job";"Email";"Alternative Email";"Electorate";"Party";"Portfolios";"Website";"Twitter";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax"
;"Mr";"Bob";"Brown";;"senator.bob.brown@aph.gov.au";;"Tas";"AG";;"http://www.bobbrown.org.au/";;1;0;"Level 1, Murray Street Pier";"Murray Street";"Hobart";"Tas";7000;"(03) 6224 3222";;"(03) 6224 2999";1;1;"GPO  Box 404";"Hobart";"Tas";7001;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"David";"Bushby";"Deputy Opposition Whip in the Senate";"senator.bushby@aph.gov.au";;"Tas";"LP";;"http://www.davidbushby.com.au/";;1;0;"Level 2,";"18 Ross Avenue,";"Rosny Park";"Tas";7018;"(03) 6244 8533";"1300 134 468";"(03) 6244 8521";1;1;"PO Box 429";"Rosny Park";"Tas";7018;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Doug";"Cameron";;"senator.cameron@aph.gov.au";;"NSW";"ALP";;;;1;0;"Unit 6, ";"5 Raymond Road,";"Springwood";"NSW";2777;"(02) 4751 4288";"1300 226 005";"(02) 4751 3288";1;1;"PO Box 322";"Springwood";"NSW";2777;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Bob";"Carr";"Minister for Foreign Affairs ";"senator.carr@aph.gov.au";;"NSW";"ALP";;;;1;0;"Level 10, Bligh House";"4-6 Bligh Street";"Sydney";"NSW";2000;"(02) 9228 5655";;"(02) 9228 3655";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Kim";"Carr";"Minister for Human Services";"senator.kim.carr@aph.gov.au";;"Vic";"ALP";;;;1;0;"62 Lygon Street";;"Carlton South";"Vic";3053;"(03) 9639 2798";;"(03) 9639 3109";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Michaelia";"Cash";;"senator.cash@aph.gov.au";;"WA";"LP";;;;1;0;"44 Outram Street";;" West Perth";"WA";6005;"(08) 9226 2000";;"(08) 9226 2211 ";1;1;"PO Box 1966";"West Perth";"WA";6872;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Richard";"Colbeck";;"senator.colbeck@aph.gov.au";;"Tas";"LP";;;;1;0;"5-7 Best Street";;"Devonport";"Tas";7310;"(03) 6424 5960";;"(03) 6423 5244";1;1;"PO Box 603";"Devonport";"Tas";7310;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Jacinta";"Collins";"Parliamentary Secretary for School Education and Workplace Relations, Manager of Government Business in the Senate";"senator.collins@aph.gov.au";;"Vic";"ALP";;;;1;0;"Ground Floor";"1013 Whitehorse Road";"Box Hill";"Vic";3128;"(03) 9890 7022";;"(03) 9890 7122";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Stephen";"Conroy";"Minister for Broadband, Communications and the Digital Economy, Deputy Leader of the Government in the Senate";"senator.conroy@aph.gov.au";;"Vic";"ALP";;;;1;0;"17 Mason Street";;"Newport";"Vic";3015;"(03) 9391 4952";"1300 131 546";"(03) 9391 5451 ";1;1;"PO Box 3162";"Newport";"Vic";3015;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Mathias";"Cormann";;"senator.cormann@aph.gov.au";;"WA";"LP";;"http://www.mathiascormann.com.au";;1;0;"Level 38, Exchange Plaza";"2 The Esplanade";"Perth";"WA";6000;"(08) 9325 4227";"1300 301 728";"(08) 9325 6857";1;1;"GPO Box B58";"Perth";"WA";6838;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Trish";"Crossin";;"senator.crossin@aph.gov.au";;"NT";"ALP";;"http://www.trishcrossin.com.au/";;1;0;"25 Chung Wah Terrace";;"Palmerston";"NT";830;"(08) 8931 0830";"1300 301 713";"(08)8931 0513";1;1;"PO Box 946";"Palmerston";"NT";831;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Richard";"Di Natale";;"senator.dinatale@aph.gov.au";;"Vic";"AG";;;"RichardDiNatale";1;0;"Level 4,";"199 Moorabool Street";"Geelong";"Vic";3220;"(03) 5221 4100";"1300 883 502 ";"(03) 5221 5100";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Sean";"Edwards ";;"senator.edwards@aph.gov.au";;"SA";"LP";;"http://www.senatoredwards.com.au/Home.aspx";;1;0;"Commonwealth Parliament Offices";"Level 13, 100 King William Street,";"Adelaide";"SA";5000;"(08) 8205 1070";;"(08) 8205 1075";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Alan";"Eggleston";;"senator.eggleston@aph.gov.au";;"WA";"LP";;"http://www.senatoralaneggleston.com/";;1;0;"26 Charles Street";;"South Perth";"WA";6151;"(08) 9368 6633";"1300 301 845";"(08) 9368 6699";1;1;"PO Box 984";"South Perth";"WA";6951;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Christopher";"Evans";"Minister for Tertiary Education, Skills, Science and Research
Leader of the Government in the Senate

 Leader of the Government in the Senate
";"senator.evans@aph.gov.au";;"WA";"ALP";;"http://www.chrisevans.alp.org.au/";;1;0;"51 Ord Street";;"West Perth";"WA";6005;"(08) 9481 4844";"1300 655 388";"(08) 9481 4244";1;1;"PO Box 1322";"West Perth";"WA";6872;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Don";"Farrell";"Parliamentary Secretary for Sustainability and Urban Water";"senator.farrell@aph.gov.au";;"SA";"ALP";;;;1;0;"Wave Building";"Level 5, 19 Gillies Street";"Adelaide";"SA";5000;"(08)  8231 8400";;"(08) 8211 7933";1;1;"PO Box 6338";"Halifax Street";"SA";5000;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"John";"Faulkner";;"senator.faulkner@aph.gov.au";;"NSW";"ALP";;"http://www.senatorjohnfaulkner.com.au";;1;0;"Suite1, 1 Park Avenue";;"Drummoyne";"NSW";2047;"(02) 9719 8100";"1300 301 752";"(02) 9719 8078";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"David";"Fawcett";;"senator.fawcett@aph.gov.au";;"SA";"LP";;"http://www.senator.fawcett.net.au";;1;0;"Commonwealth Parliament Offices, Suite 4, Level 13, ";"100 King William Street";"Adelaide";"SA";5000;"(08) 8205 1040";;"(08) 8205 1045 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"David";"Feeney";"Parliament Secretary for Defence";"senator.feeney@aph.gov.au";;"Vic";"ALP";;;;1;0;"240 Sydney Road";;"Coburg";"Vic";3058;"(03)9384 6077";"1300 309 624";"(03) 9650 5593";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Concetta";"Fierravanti-Wells";;"senator.fierravanti-wells@aph.gov.au";;"NSW";"LP";;"http://www.senatorcfw.com.au/";;1;0;"Suite 1, Level 2,";"6-8 Regent Street,";"Wollongong";"NSW";2500;"(02) 4226 1700";"1300 735 268";"(02) 4226 1733";1;1;"PO Box 886";"Wollongong";"NSW";2520;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Mitch";"Fifield";"Manager of Opposition Business in the Senate ";"senator.fifield@aph.gov.au";;"Vic";"LP";;"http://www.mitchfifield.com/";;1;0;"42 Florence Street";;"Mentone";"Vic";3194;"(03) 9584 2455";"1300 797 110";"(03) 9584 8347";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Mary Jo";"Fisher";;"senator.fisher@aph.gov.au";;"SA";"LP";;;;1;0;"187 Grenfell Street";;"Adelaide";"SA";5000;"(08) 8223 1757";"1300 857 022";"(08) 8223 1750";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Mark";"Furner";;"senator.furner@aph.gov.au";;"Qld";"ALP";;"http://www.markfurner.com/";;1;0;"Suite 1,  Crossroads";"470 Gympie Road";"Strathpine";"Qld";4500;"(07) 3881 3710";"1300 884 489";"(07) 3881 3755";1;1;"PO Box 2246";"Strathpine";"Qld";4500;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Alex";"Gallacher";;"senator.gallacher@aph.gov.au";;"SA";"ALP";;;;1;0;"3/69 Fullarton Road";;"Kent Town ";"SA";5067;"(08) 8431 1755";;"(08) 8431 1622";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Sarah";"Hanson-Young";;"senator.hanson-young@aph.gov.au";;"SA";"AG";;;;1;0;"Level 7";"147 Pirie Street";"Adelaide";"SA";5000;"(08)8227 0425";;"(08) 8227 0426";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Bill";"Heffernan";;"senator.heffernan@aph.gov.au";;"NSW";"LP";;"http://www.billheffernan.com.au/";;1;0;"Suite 703, Westfield Towers";"100 William Street";"Sydney";"NSW";2011;"(02) 9357 2600";"1300 301 796";"(02) 9357 2800";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"John";"Hogg";"President of the Senate";"senator.hogg@aph.gov.au";;"Qld";"ALP";;;;1;0;"876 Old Cleveland Road";;"Carina";"Qld";4152;"(07) 3843 4066";;"(07) 3843 4077";1;1;"PO Box 615";"Carina";"Qld";4152;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Gary";"Humphries";;"senator.humphries@aph.gov.au";;"ACT";"LP";;"http://www.garyhumphries.com/";;1;0;"Shop B12, Canberra Centre";"Bunda Street";"Canberra";"ACT";2600;"(02) 6247 6444";;"(02) 6257 4140";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"David";"Johnston";;"senator.johnston@aph.gov.au";;"WA";"LP";;;;1;0;"183 Great Eastern Highway";;"Belmont";"WA";6104;"(08) 9478 2088";;"(08) 9478 1746";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Barnaby";"Joyce";"Leader of The Nationals in the Senate";"senator.joyce@aph.gov.au";;"Qld";"Nats";;"http://www.barnabyjoyce.com.au/";;1;0;"68 St George's Terrace";;"St George";"Qld";4487;"(07) 4625 1500";"1300 668 135";"(07) 4625 1511";1;1;"PO Box 628";"St George";"Qld";4487;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Helen";"Kroger";"Chief Opposition Whip in the Senate";"senator.kroger@aph.gov.au";;"Vic";"LP";;;;1;0;"Shop 3,";"10-40 Burwood Highway";"Burwood East";"Vic";3151;"(03) 9888 0091";;"(03) 9888 0107";1;1;"PO Box 8154";"Burwood East";"Vic";3151;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Scott";"Ludlam";;"senator.ludlam@aph.gov.au";;"WA";"AG";;;;1;0;"8 Cantonment Street";;"Fremantle";"WA";6160;"(08) 9335 7477";"1300 733 450";"(08) 9335 7499 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Joe";"Ludwig";"Minister for Agriculture, Fisheries and Forestry; Minister assisting for Queensland Floods Recovery 
";"senator.ludwig@aph.gov.au";;"Qld";"ALP";;;;1;0;"Waterfront Place,";"1 Eagle Street";"Brisbane";"Qld";4000;"(07) 3229 4477";"1300 301 944";"(07) 3229 4140 ";1;1;"GPO Box 2477";"Brisbane";"Qld";4002;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Kate";"Lundy";"Minister for Sport, Minister for Multicultural Affairs, Minister Assisting for Industry and Innovation
 
";"senator.lundy@aph.gov.au";;"ACT";"ALP";;"http://www.katelundy.com.au/";;1;0;"Unit A, Ground Floor, Law Society Building";"11 London Circuit";"Canberra";"ACT";2601;"(02) 6230 0411";;"(02) 6230 0413";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Ian";"Macdonald";;"senator.macdonald@aph.gov.au";;"Qld";"LP";;"http://www.senatormacdonald.org/";;1;0;"Level 1";"131 Denham Street";"Townsville";"Qld";4810;"(07) 4771 3066";"1300 301 949";"(07) 4771 3411";1;1;"PO Box 2185";"Townsville";"Qld";4810;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"John";"Madigan";;"senator.madigan@aph.gov.au";;"Vic";"DLP";;;;1;0;"17 Albert Street";;"Ballarat ";"Vic";3350;"(03)5331 2321";;"(03) 5331 2476 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Gavin";"Marshall";;"senator.marshall@aph.gov.au";;"Vic";"ALP";;"http://www.gavinmarshall.org/";;1;0;"376 Victoria Street";;"North Melbourne";"Vic";3051;"(03) 9348 9699";;"(03) 9348 9837";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Brett";"Mason";;"senator.mason@aph.gov.au";;"Qld";"LP";;;;1;0;"2166 Logan Road";;"Upper Mount Gravatt";"Qld";4122;"(07) 3422 1990";"1300 301 952";"(07) 3422 1991";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Anne";"McEwen";"Government Whip in the Senate";"senator.mcewen@aph.gov.au";;"SA";"ALP";;;;1;0;"Ground Floor";"101 Henley Beach Road";"Mile End ";"SA";5031;"(08) 8352 7477";"1300 889 477";"(08) 8234 1165";1;1;"PO Box 55";"Torrensville Plaza";"SA";5031;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Bridget";"McKenzie";;"senator.mckenzie@aph.gov.au";;"Vic";"Nats";;;;1;0;"188-190 High Street";;"Bendigo";"Vic";3550;"(03) 5441 4251";;"(03) 5441 4260 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Jan";"McLucas";" Parliamentary Secretary to the Prime Minister, Parliamentary Secretary for Disabilities and  Carers";"senator.mclucas@aph.gov.au";;"Qld";"ALP";;"http://www.janmclucas.net/";;1;0;"MacDonnells Solicitors Building";"Cnr Shields and Grafton Streets";"Cairns";"Qld";4870;"(07) 4031 6009";"1300 301 959";"(07) 4031 6167";1;1;"PO Box 2733";"Cairns";"Qld";4870;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Christine";"Milne";"Leader of the Australian Greens";"senator.milne@aph.gov.au";;"Tas";"AG";;"http://www.christinemilne.org.au/";;1;0;"Level 1, Murray Street Pier";"Murray Street";"Hobart";"Tas";7000;"(03) 6224 8899";"1300 131 720";"(03) 6224 7599";1;1;"GPO Box 896";"Hobart";"Tas";7001;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Claire";"Moore";;"senator.moore@aph.gov.au";;"Qld";"ALP";;"http://www.clairemoore.net/";;1;0;"Suite 14 B, 1st Floor Brunswick Central";"421 Brunswick Street";"Fortitude Valley";"Qld";4006;"(07) 3252 7101";"1300 301 879";"(07) 3252 8957";1;1;"PO Box 907, Fortitude Valley Post Shop";"Fortitude Valley";"Qld";4006;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Fiona";"Nash";"Deputy Leader of The Nationals in the Senate ";"senator.nash@aph.gov.au";;"NSW";"Nats";;"http://www.fionanash.com.au/";;1;0;"79 Main Street";;"Young";"NSW";2594;"(02) 6382 3400";;"(02) 6382 3499";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Stephen";"Parry";"Deputy President and Chairman of Committees";"senator.parry@aph.gov.au";;"Tas";"LP";;"http://www.stephenparry.com.au";;1;0;"33 George Street";;"Launceston";"Tas";7250;"(03) 6334 1624 ";"1300 760 788";"(03) 6431 7455";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Marise";"Payne";;"senator.payne@aph.gov.au";;"NSW";"LP";;"http://www.marisepayne.com/";;1;0;"2-12 Macquarie Street";;"Parramatta";"NSW";2150;"(02) 9687 8755";;"(02) 9687 8466 ";1;1;"PO Box 1420";"Parramatta";"NSW";2150;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Helen";"Polley";"Deputy Government Whip in the Senate";"senator.polley@aph.gov.au";;"Tas";"ALP";;"http://www.senatorhelenpolley.com.au/";;1;0;"""The Charles"", Suite 101, ";"287 Charles Street";"Launceston";"Tas";7250;"(03) 6331 2599";"1300 134 923";"(03) 6331 2588";1;1;"PO Box 1223";"Launceston";"Tas";7250;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Louise";"Pratt";;"senator.pratt@aph.gov.au";;"WA";"ALP";;;;1;0;"81 Bennett Street";;"East Perth";"WA";6004;"(08) 9225 4411";"1300 301 874";"(08) 9225 7677 ";1;1;"PO Box 6120";"East Perth";"WA";6892;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Lee";"Rhiannon";;"senator.rhiannon@aph.gov.au";;"NSW";"AG";;;;1;0;"72 Campbell Street";;"Surry Hills";"NSW";2010;"(02) 9241 6966";;"(02) 9252 0180";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Michael";"Ronaldson";;"senator.ronaldson@aph.gov.au";;"Vic";"LP";;;;1;0;"Level 17";"90 Collins Street";"Melbourne ";"Vic";3000;"(03) 9650 0255";;"(03) 9650 9031";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Scott";"Ryan";;"senator.ryan@aph.gov.au";;"Vic";"LP";;"http://www.scottryan.com.au";;1;0;"12 Pascoe Vale Road";;"Moonee Ponds";"Vic";3039;"(03) 9326 1088";;"(03) 9370 9120";1;1;"PO Box 556";"Moonee Ponds";"Vic";3039;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Nigel";"Scullion";"Deputy Leader of The Nationals";"senator.scullion@aph.gov.au";;"NT";"CLP";;"http://www.senatorscullion.com/";;1;0;"Unit 1, 229 McMillans Road";;"Jingili";"NT";810;"(08) 8948 3555";;"(08) 8948 3544";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Nick";"Sherry";;"senator.sherry@aph.gov.au";;"Tas";"ALP";;"http://www.nicksherry.com.au/";;1;0;"Upper Level";"69 Best Street";"Devonport";"Tas";7310;"(03)  6424 8241";"1300 135 498";"(03) 6424 8555";1;1;"PO Box 858";"Devonport";"Tas";7310;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Rachel";"Siewert";"Australian Greens Whip";"senator.siewert@aph.gov.au";;"WA";"AG";;"http://www.rachelsiewert.org.au/";;1;0;"Unit 1, 151 Brisbane Street";;"Northbridge";"WA";6003;"(08) 9228 3277";"1300 881 218";"(08) 9228 4055";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Lisa";"Singh";;"senator.singh@aph.gov.au";;"Tas";"ALP";;"http://www.lisasingh.com.au/main/";;1;0;"152 Macquarie Street";;"Hobart";"Tas";7000;"(03) 6223 1135";;"(03) 6223 1250";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Arthur";"Sinodinos";;"senator.sinodinos@aph.gov.au";;"NSW";"LP";;;;1;0;"Angel Place,";"123 Pitt Street";"Sydney";"NSW";2000;"(02) 9223 4388";;"(02) 9223 4399 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Ursula";"Stephens";;"senator.stephens@aph.gov.au";;"NSW";"ALP";;"http://www.ursulastephens.com/";;1;0;"91 Bourke Street";;"Goulburn";"NSW";2580;"(02) 4822 8155";"1300 301 987";"(02) 4822 8156";1;1;"PO Box 1112";"Goulburn";"NSW";2580;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Glenn";"Sterle";;"senator.sterle@aph.gov.au";;"WA";"ALP";;;;1;0;"6a Market City";"280 Ranford Road";"Canning Vale";"WA";6155;"(08) 9455 1420";"1300 666 494";"(08) 9455 1421";1;1;"Mailpoint 22, Market City, 280 Bannister Road";"Canning Vale";"WA";6155;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Matt";"Thistlethwaite";;"senator.thistlethwaite@aph.gov.au";;"NSW";"ALP";;"http://www.mattthistlethwaite.com.au/";;1;0;"Commonwealth Parliamentary Offices, Suite 4, Level 12,";"70 Phillip Street";"Sydney";"NSW";2000;"(02)9241 7730";;"(02)9247 8387";;;;;;;;;;;3;0;;;;;;;;
;"Ms";"Anne";"Urquhart";;"senator.urquhart@aph.gov.au";;"Tas";"ALP";;"http://anneurquhart.com.au/";;1;0;"Ground Floor";"69 Best Street ";"Devonport";"Tas";7310;"(03) 6423 1933";;"(03) 6423 3544";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"L.J.";"Waters";;"senator.waters@aph.gov.au";;"Qld";"AG";;;;1;0;"Commonwealth Parliamentary Offices, Suite 9,";"1 Eagle Street";"Brisbane";"Qld";4000;"(07) 3001 8120";;"(07) 3001 8128 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"John";"Williams";"The Nationals Whip in the Senate";"senator.williams@aph.gov.au";;"NSW";"Nats";;"http://www.johnwilliams.com.au/";;1;0;"144 Byron Street";;"Inverell";"NSW";2360;"(02) 6721 4500";"1300 301 815";"(02) 6721 4544";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Penny";"Wong";"Minister for Finance and Deregulation";"senator.wong@aph.gov.au";;"SA";"ALP";;;;1;0;"Level 4";"19 Gouger Street";"Adelaide";"SA";5000;"(08) 8212 8272";"1300 301 698";"(08) 8212 8273";1;1;"PO Box 6237, Halifax Street";"Adelaide";"SA";5000;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Ms";"Penny";"Wright";;"senator.wright@aph.gov.au";;"SA";"AG";;;;1;0;"Suite 6, Level 12, ";"100 King William Street ";"Adelaide";"SA";5000;"(08) 8205 1060";;"(08) 8205 1069 ";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;"Mr";"Nick";"Xenophon";;"senator.xenophon@aph.gov.au";;"SA";"Ind.";;"http://www.nickxenophon.com.au";"pennywrites";1;0;"Level 2, ";"31 Ebenezer Place";"Adelaide";"SA";5000;"(08) 8232 1144";"1300 556 115";"(08) 8232 3744";;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;"Parliament House";;"Canberra";"ACT";2600;;;
